Genre,UPC,MovieID,CatalogNo,Title
Comedy,043396083905,472,BS3 117,Drunken Master
Comedy,024543017936,473,BO2 93,"Dude, Where's My Car ?"
Comedy,012236171065,474,CDISK1 101,"Dude, Where's The Party"
Action,012569736658,475,359,Dukes of Hazzard
Comedy,794043673221,476,BC 65 66,Dumb and Dumberer
Sci-Fi,012236125297,477,BP 43 44,Dune: Special Edition Director's Cut
Fantasy,794043524523,478,BO2 31 32,Dungeons & Dragons
Action,027616929167,479,339,Dust to Glory
Science Fiction,687797120199,480,,Earthstorm
Thriller,025193330123,481,,Eastern Promises
Adventure,043396017498,482,392,Easy Rider
Comedy,045778668991,483,DVDW2 1,Eddie Izzard Circle
Action,085392330928,484,BO2 44,Eight Legged Freaks
Action,024543182641,485,CDISK1 27,Elektra
Comedy,786936244892,486,S1,Ella Enchanted
Drama,043396050457,487,220,Emperor and the Assassin
Animation,786936144413,488,BO2 85,Emperor's New Groove
Drama,085391175322,489,CDISK2 53,Empire of The Sun
Action,043396128910,490,S5,Empire of The Wolves
Comedy,085391416920,491,GP 39,Empire Records
Sci-Fi,024543263838,492,S11,Empire Strikes Back
Comedy,031398169222,493,150,Employee of The Month
Horror,025192072123,494,BP 19 20,End of Days
Drama,024543245704,495,S10,End of The Spear
Thriller,821575533454,496,CDISK1 42,Endangered Species
Action,085391592129,497,DVDW2 5,Enter the Dragon (1973)
Spoofs,024543438519,498,,Epic Movie
Sci-Fi,658149797420,499,T1 115,Epoch
Action,024543130666,500,CDISK1 11,Epoch: Revolution
Action,786936181081,501,CDISK3 57 B1,Equilibrium
Action,024543426981,502,,eragon
Comedy,736991664296,503,DVDW1 23,Erotic Misadventures of The Invisible Man
Action,097363324973,504,S2,Escape from L.A.
Action,027616854773,505,CDISK2 61,Escape From New York
Drama,025192395925,506,CDISK3 119,Eternal Sunshine of The Spotless Mind
Comedy,012236171850,507,CDISK1 102,Eulogy
Drama,027616884190,508,DVDW1 55,Europa Europa
Comedy,678149188622,509,DVDW1 115,Eurotrip
Biography,053939689921,510,S14,Evel Knieval
Horror,097363348276,511,DVDW1 95,Event Horizon
Action,013131066791,512,CDISK2 66,Evil Dead
Sci-Fi,667068892321,513,BP 2,Evolution
Fantasy,085392201822,514,BB 127 128,Excalibur
Action,085391421122,515,BO2 13 14,Executive Decision
Sci-Fi,717951005120,516,BB 50,Existenz
Action,085392106929,517,GP 53 54,Exit Wounds
Drama,043396136779,518,207,Exorcism of Emily Rose
Horror,06000202614,519,DVDW1 104,Exorcist
Horror,085391748823,520,DVDW1 59,"Exorcist III, The"
Adventure,085392467426,521,S4,Exorcist: The Beginning
Documentary,014381012422,522,CDISK1 88,Expanding Universe
Documentary,056775021092,523,S11,Experience The Deep
Drama,043396009646,524,S6,Experiment
Action,012569599307,525,S5,Extreme Dating
Action,804868430029,526,BS 87 88,Extreme Days
Documentary,689208,527,CDISK1 7,Extreme Engineering: Bridging the Bering Strait
Documentary,689208,528,CDISK1 25,Extreme Engineering: Building Hong Kong's Airport
Documentary,689208,529,CDISK3 11,Extreme Engineering: City in A Pyramid
Documentary,689208,530,CDISK3 12,Extreme Engineering: Holland's Barriers to The Sea
Documentary,689208,531,CDISK1 5,Extreme Engineering: Subways In America
Documentary,689208,532,CDISK1 6,Extreme Engineering: Tokyo's Sky City
Documentary,689208,533,CDISK1 5,Extreme Engineering: Transatlantic Tunnel
Documentary,689208,534,CDISK1 25,Extreme Engineering: Tunneling Under the Alps
Documentary,689208,535,CDISK3 13,Extreme Engineering: Widening the Panama Canal
Action,097363409540,536,CDISK3 108,Extreme Ops
Action,043396099593,537,GP2 63 64,Eye See You
Drama,031398100829,538,CDISK1 38,"Eye, The"
Action,027616850782,539,CDISK3 115,F/X
Short,634991164122,540,DVDW2 57,f8
Action,097361549576,541,CDISK2 59,Face / Off
Documentary,043396086708,542,CDISK1 10,Fahrenheit 9/11
Animation,024543207894,543,CDISK2 99,Family Guy Presents Stewie Griffin
Comedy,025192094125,544,S6,Family Man
Thriller,043396824799,545,DVDW1 80,"Fan, The"
Musical,717951008374,546,DVDW1 126,Fantasia 2000
Action,024543196037,547,CDISK3 38,Fantastic 4
Sci-Fi,702727009624,548,BP 35,Farscape
Action,025192127021,549,BB 107,Fast And The Furious
Action,025193064929,550,S14,Fast and the Furious Tokyo Drift
Comedy,025192544521,551,T1 123,Fast Times At Ridgemont High
Drama,085391298625,552,S4,Fearless
Suspense,039414510874,553,CDISK2 36,Feedback
Thriller,085392446124,554,BS 39 40,Femme Fatale
Comedy,097360189049,555,PO 5 6,Ferris Bueller's Day Off
Comedy,024543198413,556,S8,Fever Pitch
Crime,043396278998,557,S4,Few Good Men
Drama,084296402625,558,BS 73 74 75,Fifteen and Pregnant
Sci-Fi,043396824096,559,T1 122,Fifth Element
Drama,024543044789,560,T1 78,Fight Club
Documentary,082551748723,561,CDISK3 109,Fighter Jets and Attack Aircraft
Sci-Fi,031398169659,562,CDISK2 27,Final Cut
Horror,794043506123,563,226,Final Destination
Horror,794043627828,564,DVDW1 5,Final Destination 2
Drama,794043103728,565,S11,Final Destination 3
Animation,043396062498,566,CDISK3 31 32,Final Fantasy The Spirit Within
Fantasy,043396118966,567,S7,Final Fantasy VII
Drama,043396059894,568,BB 60,Finding Forrester
Animation,786936215595,569,CDISK3 1,Finding Nemo
Drama,786936261769,570,CDISK1 106,Finding Neverland
Documentary,056775040994,571,DVDW2 105 106,Firepower 2000
Action,658149792623,572,BO 57,Firetrap
Crime,012569594104,573,S9,Firewall
Romance,024543160458,574,CDISK1 108,First Daughter
Documentary,025192844928,575,S6,First Descent
Action,717951005151,576,CDISK2 60,Fist of The Legend
Drama,097360145441,577,CDISK3 2,Flashdance
Horror,043396503892,578,RP 5 6,Flatliners
Drama,039414520699,579,S10,Flight 93
Action,024543174530,580,CDISK1 36,Flight of The Phoenix
Action,786936270532,581,S3,Flight Plan
Drama,027616859112,582,GP2 37,Fluke
Action,043396136557,583,S3,Fog
Thriller,014381223521,584,231,Fog
Horror,027616878120,585,363,Fog
Action,027616702722,586,CDISK2 73,For Your Eyes Only
Sci-Fi,043396100787,587,CDISK1 56,Forgotten
Action,043396080300,588,BO2 89 90,Formula 51
Comedy,097361564449,589,358,Forrest Gump
Action,097363440741,590,188,Four Brothers
Action,043396018730,591,CDISK1 47,Frankenfish
Horror,707729166399,592,CDISK2 34,Frankenstein
Thriller,025192265921,593,BS 85 86,Fraternity
Comedy,786936225280,594,DVDW1 18,Freaky Friday
Comedy,024543024590,595,BB 72,Freddy Got Fingered
Horror,794043683121,596,DVDW1 3,Freddy vs Jason
Comedy,013023032798,597,GP 25,Free Enterprise
Crime,043396114401,598,S9,Freedomland
Action,024543020653,599,T1 102,French Connection
Drama,794043505829,600,BS2 44 45 46,Frequency
Comedy,794043468025,601,GP 13,Friday
Horror,025192028625,602,GP 65 66,Frighteners
Comedy,717951000446,603,375,From Dusk Till Dawn
Action,717951003157,604,GP 68,From Dusk Till Dawn 2: Texas Blood Money (1999) (V)
Horror,717951004642,605,S6,From Dusk Till Dawn 3
Thriller,024543035572,606,T1 118,From Hell
Action,085392100026,607,CDISK3 113,Fugitive
Action,601643798240,608,T1 85,Full Alert
Action,601643283548,609,DVDW3 98,Full Contact
Trailer,N/A,610,RP 28,Full Moon Trailers
Action,031398832621,611,CDISK1 23 24,Fulltime Killer
Comedy,043396102286,612,S7,Fun With Dick and Jane
Comedy,012569692145,613,S4,Funky Monkey
Disney,786936304077,614,S11,Funny Factory with Donald
Comedy,720917546520,615,137,Funny Ha Ha
Animation,024543069447,616,BS 45 46 47 48 49 50 51,Futurama Volume One
Documentary,014381063424,617,DVDW2 102 103 104,Future is Wild: Ice World
Action,717951000316,618,S3,G.I. Jane
Sci-Fi,667068601725,619,BB 57,Galaxy Quest
Action,024543115595,620,DVDW2 128,Game of Death II
Documentary,821575537254,621,CDISK1 77,Game Over: Kasparov And The Machine
Romance,024543155881,622,S9,Garden State
Comedy,024543146735,623,DVDW2 93,Garfield The Movie
Horror,031398168096,624,CDISK1 85,Gargoyles
Anime,719987228429,625,BO2 75 76,Garzey's Wing
Sci-Fi,043396826496,626,BP 45 46,Gattaca (1997)
Action,043396050266,627,CDISK2 40,Gen-X Cops
Anime,719987187429,628,PO 39 40+,Geobreeders
Action,085391858324,629,S4,Get Carter
Drama,027616603692,630,CDP1 128,Get Shorty
Drama,053939613926,631,S4,Gettysburg
Anime,780063552929,632,PO 45 46,Ghost In The Shell
Action,043396163119,633,,Ghost Rider
Horror,012236165064,634,CDISK1 86,Ghost Watcher
Anime,631595045178,635,CDISK1 33,Giant Robo: The Day Earth Stood Still
Comedy,024543135869,636,CDISK1 37,Girl Next Door
Drama,667068720426,637,S1,Gladiator (2000)
Thriller,043396062528,638,BS 55 56 57,Glass House
Action,687797601193,639,93,Glass Trap
Musical,074645022697,640,GP 12,Gloria Estefan: Que siga la tradicion (2000) (V)
Comedy,043396038264,641,BB 70,Go
Drama,031398163251,642,DVDW2 51,Godsend
Sci-Fi,043396231290,643,BO 5 6,Godzilla
Sci-Fi,043396056671,644,BO 90,Godzilla 2000
Sci-Fi,017153119589,645,GP2 51 52,Golden Years
Action,027616644220,646,290,GoldenEye
Action,717951008572,647,DVDW2 9,Gone In 60 Seconds
Comedy,027616902825,648,154,Good Boy!
Action,043396050549,649,T1 91,Gorgeous (Bor lei jun)
Horror,085392838028,650,DVDW1 98,Gothika
Comedy,024543237051,651,S7,Grandma's Boy
Comedy,097361557441,652,143,Grease
Drama,024543000051,653,DVDW2 2,Great Expectations
Action,066805302367,654,BS3 35,Great Martial Arts Movies
Action,786936688337,655,4,Great Raid
Documentary,017078983326,656,225,Greatest Places: IMAX
Comedy,043396111233,657,327,Green Butchers
Horror,031398187240,658,DVDW2 10,Green River Killer
Drama,012569760295,659,S10,Green Street Hooligans
Crime,786936190953,660,S4,Grifters
Horror,043396062603,661,DVDW2 115,Grudge
Sci-Fi,669198197093,662,T1 79,G-Saviour The Movie
Action,631595051988,663,S9,GTO The Movie
Comedy,043396101135,664,S4,Guess Who
Comedy,025192198427,665,CDISK1 3,Guru
Sci-Fi,027616716927,666,BP 12,Hackers
Comedy,794043112126,667,,Hairspray
Thriller,687797614391,668,S3,Half Light
Action,043396087842,669,DVDW1 88,Half Past Dead
Drama,717951000774,670,GP2 43 44,Hands That Rocks The Cradle
Comedy,043396047488,671,142,Hanging Up
Action,096009010232,672,BP 25 26,Hangmen
Thriller,027616865403,673,BB 123 124,Hannibal
Drama,031398702337,674,CDP1 50 51,Happiness
Romance,027616880048,675,T1 124,Happy Accidents
Drama,027616122872,676,S5,Happy Here and Now
Comedy,717951004833,677,178,Happy Texas
Action,N/A,678,DVDW1 38,Hard Boiled
Action,012236127796,679,BS 91 92,Hard Cash
Action,097363321378,680,BB 118,Hard Rain
Crime,031398101123,681,DVDW1 107,Hard Word
Musical,044006846293,682,CDP1 45 46,Hardware 2: Rock Videos
Comedy,794043762529,683,CDISK1 63,Harold & Kumar to White Castle
Fantasy,085392359226,684,PO 80 81,Harry Potter and The Chamber of Secrets
Adventure,012569593886,685,S7,Harry Potter and The Goblet of Fire
Adventure,085392844524,686,387,Harry Potter and the Prisoner of Azkaban
Fantasy,085392246724,687,DVDW1 121,Harry Potter And The Sorcerer's Stone
Adventure,012569593268,688,,Harry Potter Order Phoenix
Drama,027616877284,689,RP 7 8,Hart's War
Comedy,013131563092,690,,Hatchet
Comedy,786936226614,691,DVDW1 84,Haunted Mansion
Horror,039414560060,692,,Hazing
Action,024543100959,693,T1 94,Heart of Dragon
Drama,085392208128,694,DVDW2 16,Hearts In Atlantis
Comedy,111111111111,695,DVDW1 65,Heathers
Animation,043396039292,696,RP 52,Heavy Metal
Thriller,634991110921,697,293,Held For Ransom
Adventure,043396013179,698,S1,Hellboy
Horror,013131033090,699,GP2 2,Hellraiser
Horror,717951010643,700,DVDW1 30,Hellraiser 4: Bloodline
Horror,025192738128,701,CDISK1 50,Hell's Gate 11:11
Adventure,786936288261,702,CDISK3 75,Herbie Fully Loaded
Action,786936259223,703,CDISK1 48,Hero
Drama,895024901657,704,DVDW2 90,Hero Never Dies
Adventure,786936199314,705,CDISK2 21,Heroic Trio
Animation,097363396543,706,CDISK2 100,Hey Arnold! The Movie
Action,786936228120,707,DVDW1 124,Hidalgo
Action,031398794226,708,GP2 77 78,Hidden Agenda
Thriller,024543188506,709,302,Hide and Seek
Action,786936080230,710,294,High Heels and Low Lifes
Crime,031398183532,711,337,High Tension
Action,786936144833,712,S4,Highlander Endgame
Thriller,794043715228,713,CDISK2 31,Highwaymen
Family,050086059492,714,BC 75,Hilary Duff: All Access Pass
Musical,786936245035,715,DVDW2 100,Hilary Duff: The Girl Can Rock
Thriller,024543247470,716,S10,Hills Have Eyes
Comedy,086162128905,717,CDISK1 21,History of the World: Part 1
Crime,794043100956,718,S8,History of Violence
Action,601643958842,719,S1,Hit Team
Romance,043396112353,720,CDISK1 118,Hitch
Sci-Fi,786936254884,721,CDISK2 106,"Hitchhiker's Guide To The Galaxy, The"
Documentary,783421324398,722,CDISK3 78,Hitler's Lost Sub: Nova
Thriller,039414581508,723,CDISK2 9,Hitman's Code
Drama,786936224290,724,DVDW1 111,Holes
Sci-Fi,043396050723,725,BB 75 76,Hollow Man
Action,043396145436,726,S8,Hollow Man 2
Children,043396218529,727,,Holly Hobbie's & Friend
Crime,723952077233,728,398,Hollywood Flies
Action,043396009271,729,PO 95 96,Hollywood Homicide
Animation,786936243505,730,DVDW2 49,Home On The Range
Animation,796019791090,731,S8,Hoodwinked
Science Fiction,876964000918,732,,Host
Action,786936282917,733,CDISK2 14,Hostage
Horror,043396138384,734,S7,Hostel
Comedy,786936218459,735,DVDW1 76,Hot Chick
Action,025193327420,736,,Hot Fuzz
Action,024543046912,737,286,Hot Shots!
Action,024543046950,738,173,Hot Shots! Part Deux
Action,000799431528,739,185,Hot Spot
Comedy,027616905253,740,317,Hotel
Drama,027616925121,741,S8,Hotel Rwanda
Drama,043396091788,742,CDISK1 94,House of Flying Daggers
Action,601641719247,743,S2,House of Fury
Drama,678149097726,744,391,House of The Sand and Fog
Horror,085393894528,745,144,House of Wax
Comedy,097363369646,746,T1 97,How to Lose A Guy In 10 Days
Action,043396705999,747,361,Hudson Hawk
Sci-Fi,025192248924,748,BC 8 9,Hulk
Drama,N/A,749,S11,Hum Tum
Horror,736991464094,750,GP 86,Humanoids from the Deep (1980)
Documentary,700880,751,CDISK2 64,Hunt for Osama Bin Laden
Action,097363397243,752,BC 53 54 55,Hunted
Drama,025192071928,753,DVDW2 56,Hurricane
Crime,097363456544,754,S3,Hustle & Flow
Documentary,794051161826,755,DVDW2 116 NG1 7,Hyperspace
Romance,794043553721,756,GP 35 36,I Am Sam
Drama,043396046061,757,DVDW1 33,I Dreamed of Africa
Comedy,024543169482,758,CDISK2 2,I Heart Huckabees
Thriller,786936275308,759,CDISK2 33,I Inside
Thriller,043396214705,760,,I Know Who Killed Me
Animation,024543046646,761,S1 S13,Ice Age
Animation,024543377719,762,S13,Ice Age Meltdown
Music,025192629624,763,S10,Ice Harvest
Horror,039414520453,764,CDISK3 68,Ice Queen
Action,631595031782,765,CDISK3 72,Ichi The Killer
Documentary,693432,766,CDISK2 88,If We Had No Moon
Drama,043396111196,767,396,Imaginary Heroes
Sci-Fi,687797109590,768,CDISK2 30,Immortal
Comedy,024543116714,769,CDISK2 29,In America
Drama,024543223818,770,S4,In Her Shoes
Documentary,N/A,771,CDISK3 82,In Memoriam: New York City 9/11/01
Documentary,733961727890,772,S3,In Seach Of History: The Loch Ness Monster
Drama,658149797925,773,186,In The Shadows
Animation,786936244250,774,CDISK2 94,Incredibles
Action,024543000457,775,CDISK3 25 26,Independence Day
Action,097360612547,776,211,Indiana Jones Trilogy 1 of 3
Action,097360612547,777,212,Indiana Jones Trilogy 2 of 3
Action,097360612547,778,213,Indiana Jones Trilogy 3 of 3
Horror,031398174707,779,CDISK1 51,Infection
Crime,786936267266,780,CDISK1 29 S13,Infernal Affairs
Documentary,733961706529,781,CDISK2 92,Inside islam
Drama,025192884726,782,S11,Inside Man
Documentary,727994750864,783,CDISK2 72,Inside the U.S. Secret Service
Crime,085392330720,784,DVDW2 25,Insomnia
Sci-Fi,717951005113,785,BB 65,Inspector Gadget
Action,786936203387,786,BS 35 36,Inspector Gadget 2
Animation,012236179849,787,298,Inspector Gadget's Biggest Caper Ever
Action,097363224570,788,GP2 29 30 31 32,Internal Affairs
Thriller,025192583520,789,CDISK2 112,Interpreter
Action,043396118195,790,CDISK3 81,Into The Blue
Documentary,794051800022,791,BS 24,Into The Deep
Action,043396024946,792,CDISK1 111,Into The Sun
Comedy,025192281426,793,DVDW1 48,Intolerable Cruelty
Action,786936216448,794,340,Invincible
Animation,031398207481,795,,Invincible Iron Man
Sci-Fi,024543151906,796,,I-Robot
Animation,085391764427,797,BP 16 CDISK2 104,Iron Giant
Action,786936173123,798,DVDW2 65,Iron Monkey
Action,678149197020,799,400,Island
Horror,024543043485,800,RP 23 24,Island of The Dead
Adventure,097363304746,801,BC 16 17,Italian Job
Drama,660200310929,802,S3,J.S.A.
Drama,786936161564,803,CDISK2 97,Jackie Brown
Action,717951005069,804,DVDW2 76,Jackie Chan Project A
Action,794043466922,805,S1,Jackie Chan's First Strike
Action,786936219548,806,S1,Jackie Chan's Project A2
Drama,025192784224,807,S8,Jarhead
Horror,794043562822,808,GP2 35 36,Jason X
Comedy,786936169195,809,DVDW2 23,Jay and Silent Bob Strike Back
Horror,027616869753,810,BO2 24,Jeepers Creepers
Thriller,031398194118,811,,Jekyll+Hyde
Comedy,025192021428,812,CDISK3 23,Jerk
Comedy,043396020665,813,S9,Jerry Maguire
Action,717951005519,814,DVDW2 63,Jet Li The Enforcer
Action,786936193770,815,DVDW2 63,Jet Li The Master
Action,043396063921,816,DVDW1 60 61,Jet Li The One
Comedy,027616928207,817,S10,Jiminy Glick In La La Wood
Animation,097363382645,818,PO 82 83,Jimmy Neutron
Adventure,012236115922,819,291,Joan of Arc
Comedy,043396061613,820,BB 78,Joe Dirt
Comedy,024543042402,821,BP 9,Joe Somebody
Comedy,717951009944,822,BB 112,John Cusack High Fidelity
Drama,794043546822,823,DVDW2 42,John Q
Action,025192281921,824,DVDW2 66,Johny English
Animation,786936273991,825,CDISK3 104,Jojo's Circus Animal A Go-Go
Comedy,025192137723,826,,Josie and The Pussycats
Documentary,033937080753,827,224,Journey of a Lifetime
Documentary,79405488233,828,S12,Journey of Man
Sci-Fi,707729110569,829,CDISK1 90,Journey to the Center of the Earth
Thriller,024543036258,830,RP 21,Joy Ride
Action,717951000644,831,PO 78 79,Judge Dredd
Family,043396117426,832,384,Jumanji
Action,025192003226,833,CDISK2 47 48,Jurassic Park
Action,025192111228,834,S1,Jurassic Park II - The Lost World
Drama,757449336732,835,BB 74,Just a Little Harmless Sex (1999)
Mystery,085391362326,836,S2,Just Cause
Comedy,794043101762,837,S8,Just Friends
Comedy,024543072263,838,DVDW1 39,Just Married
Comedy,786936162141,839,T1 93,Just Visiting
Animation,085392223626,840,S7,Justice League
Animation,012569684416,841,S4,Justice League Unlimited: Joining Forces
Drama,097363402145,842,CDP1 4 5 6,K-19: The Widowmaker
Crime,027616851550,843,394,Kalifornia
Adventure,085392454129,844,DVDW1 63,Kangaroo Jack
Animation,085393890322,845,DVDW1 8,Kangaroo Jack: G 'Day USA
Documentary,074645159492,846,BB 80,Kathy Smith Latin Rhythm Workout
Sci-Fi,043396037731,847,CDISK1 91,Keena: The Prophecy
Comedy,025192991820,848,S11,Kids In America
Animation,786936175226,849,CDISK2 68,Kiki's Delivery Service
Action,786936226997,850,DVDW2 53,Kill Bill Volume 1
Action,786936245783,851,DVDW2 54,Kill Bill Volume 2
Action,71551500897,852,DVDW1 38,Killer
Adventure,786936277852,853,S6,Kim Possible The Movie
Action,786936242836,854,124,King Arthur
Adventure,025192626029,855,S7,King Kong
Action,601643333748,856,CDISK2 42,King of Beggars
Comedy,601643664941,857,DVDW2 64,King of Comedy
Action,024543206408,858,354,Kingdom of Heaven
Comedy,027616627520,859,324,Kingpin
Comedy,794043826320,860,S6,King's Ransom
Action,012569586710,861,S10,Kiss Kiss Bang Bang
Action,024543030454,862,DVDW2 5 S11,Kiss of The Dragon
Romance,N/A,863,T1 110,Knock Knock I Am Looking to Marry
Action,794043541025,864,BS2 39 40,Knockaround Guys
Comedy,031398173762,865,CDISK1 120,Knots
Drama,786936190458,866,DVDW1 64,Kolya
Biography,717951000576,867,CDISK2 54,Kundun
Action,043396108820,868,58,Kung Fu Hustle
Comedy,601641689540,869,381,Kung Fu Mahjong
Comedy,821575526159,870,244,Kung Phooey
Comedy,024543043881,871,BO 42,Kung Pow : Enter the Fist
Crime,085391491323,872,S2,L.A. Confidential
Comedy,012236119043,873,162,L.A. Story
Crime,043396108899,874,CDISK3 16,L4yer Cake
Drama,741952301295,875,DVDW1 69,La Dolce Vita
Action,027616853882,876,DVDW1 75,La Femme Nikita
Action,786936242638,877,350,Ladder 49
Comedy,097363376446,878,BO 31,Ladies Man
Comedy,786936239508,879,DVDW2 45,Lady Killers
Comedy,024543000020,880,BO2 43,Lake Placid
Documentary,880942000012,881,CDISK3 9 10,Lamborghini Experience: 40 Years of Excellence
Action,025192870224,882,355,Land of The Dead
Sci-Fi,017153100211,883,T1 108,Langoliers
Drama,031398802020,884,T1 99,Lantana
Action,097363407249,885,S1,Lara Croft Tomb Raider The Cradle of Life
Action,097363367543,886,DVDW2 74 S1,Lara Croft: Tomb Raider
Sci-Fi,763843801660,887,BS 4,Laserblast
Action,043396279391,888,CDISK2 114,Last Action Hero
Action,085391221722,889,189,Last Boy Scout
Action,667068987027,890,BO 35 36,Last Castle
Action,687797112590,891,S8,Last Drop
Drama,660200310325,892,CDISK1 17,Last Life in The Universe
Science Fiction,794043109164,893,,Last Mimzy
Drama,025192724220,894,CDISK1 58,Last Ride
Action,085392838325,895,DVDW1 82,Last Samurai
Comedy,786936242881,896,138,Last Shot
Action,794043450723,897,282,Last Standing Man
Sci-Fi,733961704099,898,356,Lathe of Heaven
Sci-Fi,794043409226,899,BO 53 54,Lawnmower Man
Comedy,794043725524,900,DVDW2 69,Laws of Attraction
Action,024543101802,901,BC 56 57 58,League of Extraordinary Gentlemen
Action,745638001936,902,S6,Left Behind
Drama,043396110281,903,161,Left Behind World At War
Comedy,027616898968,904,BC 61 62,Legally Blonde 2
Fantasy,025192177521,905,CDISK3 98,Legend
Action,786936193787,906,S1,Legend of Swordsman
Action,043396102323,907,S4,Legend of Zorro
Sci-Fi,4895080001414,908,DVDW2 71,Legend of Zu
Drama,043396787292,909,CDISK1 66,Legends of The Fall
Action,658149714526,910,306,Legionnaire
Comedy,097363407645,911,CDISK1 117,Lemony Snicket's A Series of Unfortunate Events
Animation,786936298765,912,S11,Leroy & Stitch
Drama,039414597141,913,DVDW1 49,Lessons For An Assasin
Sci-Fi,634991111928,914,BO2 5 6,Lethal Target
Action,085391170921,915,CDISK3 125,Lethal Weapon
Action,085391629023,916,CDISK3 126,Lethal Weapon 2
Action,085391247524,917,S5,Lethal Weapon 3
Action,053939690125,918,128,Librarian: Quest for the Spear
Action,111111111111,919,S4,License to Kill
Drama,025192695322,920,CDISK1 114,Life
Comedy,786936242942,921,CDISK1 49,Life Aquatic
Drama,794043547126,922,PO 21 22,Life As A House
Documentary,097368856943,923,CDISK1 9,Life Beyond Earth
Horror,027616701725,924,DVDW1 79,Lifeforce
Documentary,720917526133,925,RP 29 30,Lifestyle
Animation,786936165142,926,CDISK3 76,Lilo and Stitch
Animation,786936240139,927,17,Lilo and Stitch 2
Family,717951004000,928,DVDW1 11,Lion King
Animation,786936231717,929,DVDW2 50,Lion King 2
Adventure,717951007445,930,CDISK3 15,Little Mermaid II
Action,024543476078,931,,Live Free or Die Hard
Action,027616853943,932,S6,Living Daylights
Comedy,786936223576,933,BC 39 40 41,Lizzie McGuire
Crime,044005939125,934,DVDW1 116,"Lock, Stock and Two Smoking Barrels"
Action,794043444623,935,S5,Long Kiss Goodnight
